cldae taxa	clade sizde	label	runtime	nodal dist
3255,1231,6362,7368,3004,6787,6581,4730,7196,3195,4072	11	I388	13.310531616210938	1
1247	1	1247	13.51305866241455	0
646	1	646	13.473365545272827	0
369,1862,6263,4284	4	I412	13.508447408676147	0
5220,7641	2	I428	13.496575832366943	0
3448,4222	2	I238	13.457272291183472	0
3253	1	3253	13.520147562026978	0
1488	1	1488	13.521767616271973	0
1677	1	1677	13.506892681121826	0
577,6346	2	I209	13.489123106002808	0
8848	1	8848	13.520675420761108	0
243	1	243	13.51036548614502	0
3725	1	3725	13.496468782424927	0
7586	1	7586	13.545022964477539	0
2056	1	2056	13.496458292007446	0
8625	1	8625	13.531912326812744	0
2523	1	2523	13.528477907180786	0
1798	1	1798	13.489911794662476	0
2372	1	2372	13.512181043624878	0
9166	1	9166	13.545384407043457	0
4962	1	4962	13.469846248626709	0
2496	1	2496	13.510556936264038	2
8024	1	8024	13.537458181381226	0
8766	1	8766	13.512144327163696	2
9764,9718	2	I19	13.470429420471191	0
4301	1	4301	13.4947509765625	1
1908,6677,7494	3	I233	13.450581550598145	0
6817	1	6817	13.514678001403809	0
7127	1	7127	13.524761438369751	0
7641	1	7641	13.509945154190063	0
2775,2234,5081,8223	4	I135	13.431124687194824	0
1472,4941	2	I192	13.489597797393799	2
117,2372,7592,425,7401	5	I364	13.444684267044067	2
9769,9553,9682,8871,9339,9361,8966,9227,8919,9999,9956	11	I6	13.258629322052002	0
4515	1	4515	13.53125524520874	0
2587	1	2587	13.487099170684814	0
6071,7937	2	I197	13.477746963500977	0
5113	1	5113	13.529470682144165	0
7412	1	7412	13.500752687454224	0
4621,7873,2528,2488	4	I123	13.463860273361206	0
6362	1	6362	13.549488544464111	0
3982	1	3982	13.475928783416748	0
4259	1	4259	13.49610424041748	0
5524,4266,112,6975,8621,7076,5832,7472,6559,5287,5765,2639,776,5517,1556,4647,1147,6497,4625,1923,4136,4172,6830,6522,57,3037,6262,7365,6031,2056,1943,5459,8774,2738,6567,6060,2031,1576,712,8582,6594,5711,7868,5744,1677,2503,394,5892,5930,4259,585,5897,2349,8005,8445,5653,4301,7939,7784,4103,3005,6310,4554,7559,4640,765,4725,7608,7202,1256,5443,6526,874,2673,4497,5220,7641,6791,4515,1864,8777,3987,6250,3534,3407,7626,5231,5796,7219,4887,369,1862,6263,4284,1542,6221,7717,2501,1183,963,1924,1405,6143,6237,4747,5007,6481,3255,1231,6362,7368,3004,6787,6581,4730,7196,3195,4072,8803,510,2737,2692,3505,7538,1313,8722,374,3817,7859,2205,5455,5150,6374,5076,117,2372,7592,425,7401,5175,4085,1714,5814,8018,4635,7454,3951,6712,7146,6776,2448,3029,2335,294,4487,8712,624,3660,6215,7127,7425,974,8423,4653,8676,1252,7460,536,4785,3982,7576,6464,8601,3093,456,7862,3128,7443,5576,2370,2274,762,2523,7024,1525,5089,252,8386,1857,8495,7116,6911,245,5197,4387,1818,3763,8059,2396,3113,5215,3498,6321,6546,7722,1929,8213,3281,8737,1798,2476,6529,584,7263,4956,3965,1328,2548,7440,2061,3940,3036,8390,4547,3619,126,3124,5079,6612,7677,4045,1704,2454,7950,2374,6668,5106,4525,3349,4220,2587,7154,3253,2571,474,8078,862,8611,1358,8298,5786,5173,5137,2075,7412,284,4238,4981,8321,7173,6395,2157,5713,3448,4222,2496,5868,8267,1908,6677,7494,4966,2556,4066,2243,7882,3416,2981,4513,6102,2118,517,129,3334,3630,675,7366,8785,7586,7015,1052,4512,8113,7346,577,6346,8024,696,1204,1863,3725,1950,4032,4738,5105,646,6071,7937,2725,5441,3684,831,1472,4941,1332,6801,3734,3571,2020,4786,5944,6421,7060,1865,3552,4947,2100,2272,4077,7124,4401,5568,748,4848,5462,8625,5113,8587,4539,7270,3421,3270,53,7336,8262,2328,594,6229,7035,7079,5534,1333,5383,4176,5829,739,4736,8319,7521,685,3635,5751,1243,4637,2775,2234,5081,8223,4842,5080,6836,6317,8766,7313,4682,7320,3772,6270,1787,4621,7873,2528,2488,7554,1429,5445,7687,1120,3948,1965,8174,4840,8532,6859,6748,243,421,5373,2276,8356,2852,5624,6165,674,3914,2834,5609,7016,1043,1247,332,3392,4471,4264,8426,3231,8228,330	418	I82	4.179025411605835	0
7687,1120	2	I119	13.486659049987793	0
3951	1	3951	13.49427604675293	0
8966	1	8966	13.518495798110962	0
5105	1	5105	13.509403705596924	0
8601,3093	2	I332	13.4814772605896	0
2363	1	2363	13.526377439498901	0
5796,7219,4887,369,1862,6263,4284,1542,6221,7717,2501,1183,963,1924,1405,6143,6237,4747,5007,6481,3255,1231,6362,7368,3004,6787,6581,4730,7196,3195,4072,8803,510,2737	34	I384	12.746190071105957	0
6031	1	6031	13.491756916046143	0
6830,6522	2	I479	13.491447448730469	0
7717	1	7717	13.486186981201172	0
5576	1	5576	13.511917352676392	0
9938,8843,9434,9761	4	I48	13.444693088531494	0
8423	1	8423	13.482172727584839	0
5445	1	5445	13.527048587799072	0
2775,2234,5081,8223,4842,5080,6836,6317,8766,7313,4682,7320,3772,6270,1787,4621,7873,2528,2488,7554,1429,5445,7687,1120,3948,1965,8174,4840,8532,6859,6748,243,421,5373,2276,8356,2852	37	I102	12.681269645690918	0
