cldae taxa	clade sizde	label	runtime	nodal dist
8787,6688	2	I476	10.108184576034546	0
8028,5575	2	I241	10.11941146850586	0
1215	1	1215	5.054140567779541	0
9788,808	2	I337	10.036542892456055	0
6569	1	6569	4.981327056884766	0
7552,6283,8738	3	I189	14.996037244796753	0
7911	1	7911	4.961864233016968	0
2648,8894,9882,7946,9463,9047,7225,9734,4617	9	I34	44.45246148109436	0
8622	1	8622	4.980473756790161	0
4572,2641,7636,1020,8270,3000,2103,9325,4693,1861,8935	11	I389	54.080363512039185	0
9280,8302	2	I407	9.974857330322266	0
9502	1	9502	4.996334552764893	0
2549,8628,3031,75,6212	5	I466	24.79898715019226	0
4120,759	2	I344	9.955584049224854	0
6596	1	6596	4.997459411621094	3
64,7447,4421,8764,8734,7268,5135,5557,4219,6939	10	I172	49.075077533721924	0
315,6234,2149,5550,9074,9512,6126,8151	8	I252	39.39682102203369	0
3145,3865	2	I195	9.958661794662476	0
9280	1	9280	4.976639747619629	0
5378,6363,2058	3	I148	14.849388837814331	0
4820,2593,772,2176	4	I277	19.856499195098877	0
7730,7543	2	I196	9.93673849105835	0
4101,6549	2	I236	9.97994351387024	0
9734,4617	2	I35	9.942201375961304	0
4777	1	4777	4.983524560928345	0
5423,8268,9531,8659,8206,5284,4881,7906,3063,5873,424,6857,8287,3317,1336,8513,5753,332,6342,9356,7922,3582,9330,6467,7600,2964,8351,7820,5736,7314,9875,2025,1285,5256,8029,3619	36	I297	169.4929096698761	0
772,2176	2	I278	9.947863340377808	0
4438	1	4438	4.962685585021973	0
4629,555,9253,1377	4	I9	19.77937650680542	0
982,1392,9262,1215,4713,4563,6391,9020,9809,8337,5716,2168,2890,3091,741	15	I410	73.15094995498657	0
4193	1	4193	4.992605209350586	0
3270	1	3270	4.960556268692017	0
2546	1	2546	4.975818395614624	0
5874	1	5874	4.97074818611145	1
816	1	816	4.992670059204102	0
8638	1	8638	4.960293531417847	0
510	1	510	4.992642402648926	0
3111	1	3111	4.980929851531982	0
873,6769	2	I453	9.92494010925293	0
5256	1	5256	4.965591192245483	0
8175,1463	2	I441	9.924092531204224	0
6072	1	6072	4.986399173736572	0
4101	1	4101	4.9793784618377686	0
9630,6072	2	I102	9.924726486206055	0
6627,6122,1922,4300	4	I494	19.812764883041382	0
8823	1	8823	4.951959609985352	0
21,7443	2	I98	9.923069715499878	0
9356	1	9356	4.961334228515625	0
2648,8894,9882,7946	4	I39	19.85841679573059	0
2807	1	2807	4.961923122406006	0
2040	1	2040	4.945862770080566	3
6858,1378,326,1277,3656,2701,8907	7	I367	34.524473667144775	0
3000,2103,9325	3	I393	14.933849573135376	0
8175	1	8175	4.96162748336792	0
9616,3766	2	I87	9.908344507217407	0
9280,8302,8851,5513,9188	5	I404	24.748825311660767	0
7186,9193,4382	3	I432	14.90700101852417	0
7989	1	7989	4.971157550811768	0
1809	1	1809	4.953563213348389	0
6797	1	6797	4.9875993728637695	0
8901	1	8901	4.978475332260132	0
6957	1	6957	4.976124048233032	0
6080,9119	2	I446	9.91725492477417	0
7878	1	7878	4.983798980712891	0
5378,6363,2058,5092,9739,4221,1214,6695,1067,7274,5072,9746,7201,8522,937	15	I136	72.96034908294678	0
8562	1	8562	4.987661600112915	0
5736	1	5736	4.965315103530884	0
5588,6350,7911	3	I49	14.86574101448059	0
9142	1	9142	4.987706899642944	0
4650	1	4650	4.964642286300659	0
5695	1	5695	4.977215528488159	0
8894	1	8894	4.981886863708496	0
8764,8734,7268,5135,5557,4219	6	I174	29.603304147720337	0
1922	1	1922	4.970037460327148	0
9630,6072,169,634,510	5	I99	24.710887908935547	0
4163,3636	2	I430	9.957355260848999	0
2914	1	2914	4.961758136749268	0
8512,491,3591	3	I111	14.84342622756958	0
547,9678,5783,63,4394,8028,5575	7	I240	34.689135789871216	0
2885	1	2885	4.961606979370117	0
3034	1	3034	4.993736982345581	0
1251,2638	2	I428	9.940893173217773	2
1885	1	1885	4.966330289840698	0
8268	1	8268	5.02133321762085	0
2025	1	2025	4.980511426925659	0
424	1	424	5.007329940795898	0
9782,8196	2	I358	9.9156973361969	1
7212,5181,7124	3	I131	14.89087462425232	2
