cldae taxa	clade sizde	label	runtime	nodal dist
3143,883,9309,8163,6425,5986,1214,5796,4221,6695,2667,1067,8060,2849,1499,6363,5378,4309,2058,6478,8881,5092,9739,5650,7274,5072,3925,2692,9746,7201,3208,8522,7622,2830,937,2897,3577,9552	38	I277	30.54034996032715	0
6697,2494,7712,7347,2135,3194,5174,6475,617,3498,6574,4772,1594,8537,7882,8088,547,2792,5205,9678,4251,5783,63,4394,7076,8434,8028,5575,1792,5714,9275,4101,6549,8459,856,7233	36	I486	30.625705003738403	0
6794,6710,5734,7364,3871,5373,4064,3310,9321,5301,6174,442,2445,1790,5436,5936,7832,5392,6032,7735,1677,9385,5543,5559,8223,7591,5948,449,9267,9129,1208,53,6261,2807,2896,8637,897,8091,1406	39	I316	30.519906520843506	5
6697,2494,7712,7347,2135,3194,5174,6475,617,3498,6574,4772,1594,8537,7882,8088,547,2792,5205,9678,4251,5783,63,4394,7076,8434,8028,5575,1792,5714,9275,4101,6549,8459,856,7233,9502,2386,5989,4726,6564,8134,953,7282,2266,1697,8151,9481,315,6234,2149,644,4116,5550,9074,8319,6126,8676,2875,9512	60	I462	29.89278507232666	0
1998,6899,8627,8001,3794,7776,8787,6688,9559,8449,7044,6953,5410,3009,3881,7317,4129,8941,2660,9302,9760,7458,4045,7518,366,1549,75,9045,3031,2549,8628,6212,7989,3113,4193,2577,8581,4806,1887,9049,3331,2823,2230,2989,8550,1768,3957,2207,8217,2344	50	I895	30.007026433944702	0
1998,6899,8627,8001,3794,7776,8787,6688,9559,8449,7044,6953,5410,3009,3881,7317,4129,8941,2660,9302,9760,7458,4045,7518,366,1549,75,9045,3031,2549,8628,6212,7989,3113,4193,2577,8581,4806,1887,9049,3331,2823,2230	43	I902	30.195476293563843	0
1998,6899,8627,8001,3794,7776,8787,6688,9559,8449,7044,6953,5410,3009,3881,7317,4129,8941,2660,9302,9760,7458,4045,7518,366,1549,75,9045,3031,2549,8628,6212,7989,3113,4193,2577,8581,4806,1887,9049,3331,2823,2230,2989,8550,1768,3957,2207,8217,2344,9594,873,6769,9587,2846,8069,1876	57	I888	29.825134754180908	0
3755,2419,4557,2178,6764,3607,2308,6973,1337,6596,3502,7078,3678,6656,5322,1386,2291,5018,9837,1583,3452,8389,52,2617,8895,2765,6136,7878,9753,776,4011,4837,5048,8235,6735,5910,5719	37	I404	30.491179943084717	0
3997,3717,4141,6072,8976,213,9630,2220,5384,634,169,510,21,6789,7443,4208,3258,4236,3796,4938,6093,216,7332,2474,4923,6023,3911,6847,156,4710,2071,7678,5385	33	I175	30.516792058944702	0
2648,8894,4935,9882,7946,9463,9047,8504,7225,9734,3335,4617,4951,7892,8309,5165,6883,9142,5316,9834,875,5188,1958,6410,2608,1776,2479,4289,8308,6797,6233,6160,7580,746,3103,854	36	I47	30.603164434432983	0
8531,1277,326,1907,6858,1378,1995,3656,8907,8735,8137,2701,1196,3226,7645,683,2961,9532,8387,2465,1361,347,8282,8660,607,3064,5661,6394,9422,5861,6288,8579,7442,4982,8196,452,9782,8398,9219,9804,9281,357,2296,8639,695,9841,6223,7616,7338,1842,7541,4406,5328,2810,5515,9318,3812,7115,521	59	I696	29.750152587890625	0
85,7698,6057,3469,921,3964,2188,2648,8894,4935,9882,7946,9463,9047,8504,7225,9734,3335,4617,4951,7892,8309,5165,6883,9142,5316,9834,875,5188,1958,6410,2608,1776,2479,4289,8308,6797,6233,6160,7580,746,3103,854	43	I46	30.403234243392944	0
8168,1847,9351,217,8384,5474,8381,7212,5181,7124,2040,2158,48,626,5787,3872,3861,4605,5466,2228,4016,3524,3343,1261,1885,4949,5580,2367,9787,3453,6301,4537,8638,1435,1584,6587,9194,2053,1725,1563,2762,5560,2774,9838,4107,491,6519,8887,6000,8512,3591,6871,2165,2076,3369,2436,1364,9428,5329,7404	60	I218	29.972684860229492	0
1509,5521,5745,3237,9616,1132,3766,6416,8226,3997,3717,4141,6072,8976,213,9630,2220,5384,634,169,510,21,6789,7443,4208,3258,4236,3796,4938,6093,216,7332,2474,4923,6023,3911,6847,156,4710,2071,7678,5385	42	I174	30.385560512542725	2
3677,8562,7976,841,6752,92,4184,6665,7648,3254,8442,1920,4172,1137,4132,1043,6246,4526,6016,6820,8546,4249,8823,828,7205,1680,4946,4026,6521,2205,6569,2925,2587,1903,6291,8655,6255,6029,4054,7004,241,5064,9223,9742	44	I945	30.15934658050537	0
3755,2419,4557,2178,6764,3607,2308,6973,1337,6596,3502,7078,3678,6656,5322,1386,2291,5018,9837,1583,3452,8389,52,2617,8895,2765,6136,7878,9753,776,4011,4837,5048,8235,6735,5910,5719,2067,7543,1488,5006,7730,3145,3865,8971,6529,9757,4215,5419,1656,4777,7914,4475,8738,7552,6283,2798,4723,6957,9591,9876,6510	62	I379	29.90555214881897	0
6498,8783,9000,5831,7210,5695,1852,7744,9685,9361,6364,7847,1512,1723,8918,4213,6660,2476,5107,6921,4280,7403,4803,1691,5512,6909,5883,2173,56,5673,6340,8411,8934,7823,2921,4150,6925,8561,2283,5033,6558,5193,4438,859,4945,8524,6156,4244,358,6677,50,9292,852	53	I121	29.91605520248413	0
8851,9920,3728,7399,9280,8302,2548,5513,13,9188,1841,7691,8118,6553,5653,9350,3975,7807,9185,9306,7620,2491,2941,6890,4729,1851,8450,3000,2103,9325,4693,1861,385,3879,1350,8270,9817,4572,2641,7636,1020,4115,9329,8935	44	I773	30.155221700668335	0
5776,734,7256,8910,3181,8336,5523,680,573,1777,9207,7817,2467,8845,8545,2373,8566,2799,8050,7973,4359,5311,5427,831,3999,2159,8969,3799,6123,1425,3111,3039,412,2420,2824	35	I564	30.409775018692017	0
3009,3881,7317,4129,8941,2660,9302,9760,7458,4045,7518,366,1549,75,9045,3031,2549,8628,6212,7989,3113,4193,2577,8581,4806,1887,9049,3331,2823,2230	30	I903	30.580937147140503	0
8851,9920,3728,7399,9280,8302,2548,5513,13,9188,1841,7691,8118,6553,5653,9350,3975,7807,9185,9306,7620,2491,2941,6890,4729,1851,8450,3000,2103,9325,4693,1861,385,3879,1350,8270,9817,4572,2641,7636,1020,4115,9329,8935,8051	45	I772	30.10553789138794	0
6697,2494,7712,7347,2135,3194,5174,6475,617,3498,6574,4772,1594,8537,7882,8088,547,2792,5205,9678,4251,5783,63,4394,7076,8434,8028,5575,1792,5714,9275,4101,6549,8459,856,7233,9502,2386,5989,4726,6564,8134,953,7282,2266,1697	46	I476	30.328644037246704	0
3755,2419,4557,2178,6764,3607,2308,6973,1337,6596,3502,7078,3678,6656,5322,1386,2291,5018,9837,1583,3452,8389,52,2617,8895,2765,6136,7878,9753,776,4011,4837,5048,8235,6735,5910,5719,2067,7543,1488,5006,7730,3145,3865,8971,6529,9757,4215,5419,1656,4777,7914,4475,8738,7552,6283,2798,4723,6957	59	I382	29.88339400291443	0
