cldae taxa	clade sizde	label	runtime	nodal dist
9215,5168,7840,7551,6517,7789,9979,2972,2488,8345,5626,8792,4223,7859,3882,9684,9045,2438,2724,2150,3644,5354,4012,3500,7703,3887,2897,3107,8788,2896,5708,3286,5419,8998,6895,7212	36	I4	4.135917663574219	0
7712,6903	2	I127	4.8303542137146	0
3107	1	3107	4.85825777053833	0
2947,4847	2	I77	4.860968828201294	4
8889	1	8889	4.8492419719696045	0
8804	1	8804	4.867437124252319	0
3500	1	3500	4.882194519042969	0
853	1	853	4.8720173835754395	0
6193	1	6193	4.863102912902832	0
1985,952,180,172,1626	5	I171	4.788630723953247	0
8792	1	8792	4.864246845245361	0
5354	1	5354	4.869418382644653	0
9083,7449,7884,4914,3324	5	I146	4.772987127304077	0
9215,5168	2	I38	4.836240768432617	0
4156,9767,5483	3	I62	4.820240259170532	0
4342	1	4342	4.871934175491333	0
6193,5480	2	I153	4.848256349563599	0
9979,2972	2	I34	4.849329710006714	0
5626	1	5626	4.869100332260132	0
7851,4731	2	I65	4.826343536376953	0
3195	1	3195	4.871609926223755	0
5317,8017	2	I111	4.8448326587677	0
313	1	313	4.863841533660889	0
1037,1576,145,1155	4	I185	4.8051230907440186	0
4177	1	4177	4.874463796615601	0
2488	1	2488	4.867788314819336	0
187	1	187	4.860641956329346	0
5212	1	5212	4.867218971252441	0
8976,7172	2	I90	4.839773416519165	0
4156,9767	2	I63	4.833086252212524	0
273	1	273	4.855994701385498	0
1563	1	1563	4.8535802364349365	0
3980,7315,9682	3	I85	4.82996392250061	0
5931,6322	2	I129	4.843939304351807	0
5708	1	5708	4.8608739376068115	0
1732	1	1732	4.867217302322388	0
9725,8888	2	I44	4.853715419769287	0
6520	1	6520	4.88048243522644	0
2820	1	2820	4.859086751937866	0
8998	1	8998	4.860686302185059	0
284	1	284	4.872184991836548	0
4690	1	4690	4.856338024139404	0
9045	1	9045	4.861361503601074	0
7840	1	7840	4.8671793937683105	0
8806,4830,4152,6128,9725,8888,9719,9884,3615	9	I40	4.697505712509155	0
2150	1	2150	4.860649824142456	0
5657,3787	2	I163	4.844396114349365	0
990	1	990	4.866915464401245	0
5613	1	5613	4.85731315612793	0
990,848	2	I168	4.868789434432983	0
8345,5626,8792,4223,7859	5	I28	4.790866136550903	0
2619	1	2619	4.863012075424194	0
4539	1	4539	4.8594231605529785	0
3882,9684	2	I27	4.845237731933594	0
9083,7449,7884	3	I148	4.811407566070557	0
9948,7741,9131,3318,7240	5	I102	4.8256635665893555	0
7036,9456,6520,2431,8601,5317,8017	7	I110	4.741549730300903	0
8779,4286,7963,5298	4	I79	4.8150622844696045	0
952	1	952	4.867536783218384	0
5168	1	5168	4.857614517211914	0
4923,2619,5107,4539,9211	5	I139	4.758279323577881	0
8806,4830,4152,6128	4	I45	4.813262462615967	0
9674,9226,5238	3	I55	4.8306779861450195	0
1732,1390,518,853	4	I190	4.807942867279053	0
2058	1	2058	4.876345634460449	0
7851,4731,8289,9095,4156,9767,5483	7	I60	4.728808641433716	0
5126	1	5126	4.861290454864502	0
8274	1	8274	4.873366117477417	0
7859	1	7859	4.856992244720459	0
7963	1	7963	4.863081216812134	0
7036,9456,6520,2431,8601	5	I112	4.800971508026123	0
8806	1	8806	4.860476493835449	3
6903	1	6903	4.857154369354248	0
3887,2897,3107	3	I14	4.827124834060669	1
3176	1	3176	4.862683296203613	0
8345,5626,8792,4223,7859,3882,9684,9045,2438,2724,2150	11	I22	4.662059545516968	0
9215	1	9215	4.870614290237427	0
6261,8274	2	I74	4.849277019500732	0
6097	1	6097	4.847998142242432	0
9211	1	9211	4.863984107971191	0
6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822	20	I91	4.519758462905884	0
1182	1	1182	4.870789051055908	0
4500	1	4500	4.855672121047974	0
6517	1	6517	4.8641157150268555	0
7816,5702,5290,8796,4690,5931,6322,8602,7712,6903,4774	11	I124	4.671730995178223	0
639,273	2	I181	4.83884334564209	0
8779,4286	2	I81	4.859196662902832	0
6193,5480,2820	3	I152	4.825624465942383	0
2897	1	2897	4.854251384735107	0
2502,5555,6190,5918,3276,6193,5480,2820	8	I151	4.710774898529053	0
9083,7449,7884,4914	4	I147	4.7855565547943115	0
3644,5354,4012,3500	4	I17	4.791389226913452	3
3980,7315,9682,8889	4	I84	4.817267656326294	4
4923,2619,5107,4539	4	I140	4.784206390380859	0
1985,952	2	I174	4.847184896469116	0
9083,7449,7884,4914,3324,8255,3747,6820	8	I143	4.7144341468811035	0
1037	1	1037	4.868319988250732	2
6065,6203	2	I109	4.840665340423584	0
7415	1	7415	4.869842529296875	0
8736	1	8736	4.8677077293396	0
990,848,733	3	I167	4.820459842681885	0
2432,8822	2	I92	4.857290267944336	2
5918	1	5918	4.863938331604004	0
5317	1	5317	4.857423782348633	0
6190	1	6190	4.873164892196655	0
9083,7449	2	I149	4.841701030731201	0
8792,4223,7859	3	I29	4.8328282833099365	0
8888	1	8888	4.883347988128662	0
9033	1	9033	4.863288640975952	0
8736,5171,4177	3	I96	4.826216697692871	0
9725	1	9725	4.8781983852386475	0
7415,2251	2	I95	4.854487419128418	0
1732,1390,518,853,1662,1468	6	I188	4.759363889694214	0
4402,7265,8806,4830,4152,6128,9725,8888,9719,9884,3615,9215,5168,7840,7551,6517,7789,9979,2972,2488,8345,5626,8792,4223,7859,3882,9684,9045,2438,2724,2150,3644,5354,4012,3500,7703,3887,2897,3107,8788,2896,5708,3286,5419,8998,6895,7212	47	I3	3.9536662101745605	0
1468	1	1468	4.866495132446289	0
7000	1	7000	4.855641603469849	0
7265	1	7265	4.874235391616821	0
9033,4500,5262,5126,9674,9226,5238,2093,2940,4863	10	I51	4.668120622634888	0
8609	1	8609	4.862355947494507	0
8796	1	8796	4.874112844467163	0
8806,4830	2	I47	4.831918954849243	0
5657	1	5657	4.864983797073364	0
7884	1	7884	4.874351501464844	0
7851,4731,8289,9095,4156,9767,5483,9033,4500,5262,5126,9674,9226,5238,2093,2940,4863	17	I50	4.543997764587402	0
828	1	828	4.870445966720581	0
6322	1	6322	4.875941753387451	0
6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251	18	I93	4.5622570514678955	3
1063,1708,34,808	4	I178	4.8138463497161865	0
34	1	34	4.872851133346558	0
5931,6322,8602	3	I128	4.820565938949585	0
9725,8888,9719	3	I43	4.821498155593872	0
1985,952,180,172	4	I172	4.806627988815308	0
2947	1	2947	4.85254430770874	0
5171	1	5171	4.864881277084351	0
9767	1	9767	4.86386513710022	0
5702	1	5702	4.872588872909546	0
6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172	23	I88	4.462824106216431	4
9682	1	9682	4.864750862121582	0
5290	1	5290	4.871076583862305	0
642	1	642	4.8639976978302	0
6389,2920	2	I100	4.856734752655029	0
5290,8796,4690	3	I131	4.826889514923096	0
7789	1	7789	4.860181570053101	0
6311	1	6311	4.875970363616943	0
6065	1	6065	4.872628211975098	0
1063,1708,34,808,935,1563	6	I176	4.7705090045928955	0
4944	1	4944	4.864114046096802	0
9948	1	9948	4.880873441696167	0
2502,5555,6190,5918	4	I155	4.788052320480347	0
8255,3747,6820	3	I144	4.813814878463745	0
6389	1	6389	4.880781412124634	0
7218	1	7218	4.860950231552124	0
180	1	180	4.864484071731567	0
1182,828	2	I198	4.849429368972778	0
34,808	2	I179	4.843616485595703	0
3882	1	3882	4.863437652587891	0
4223	1	4223	4.871236324310303	0
6128	1	6128	4.862125396728516	0
9674,9226,5238,2093,2940	5	I53	4.790555238723755	0
7212	1	7212	4.872339725494385	0
1576	1	1576	4.865839958190918	3
1182,828,278,284,2058,642,703,1732,1390,518,853,1662,1468,1037,1576,145,1155,313,639,273,1063,1708,34,808,935,1563,1985,952,180,172,1626,1655,187,990,848,733	36	I164	4.16703724861145	0
7449	1	7449	4.875934839248657	0
4914	1	4914	4.855400323867798	0
6895	1	6895	4.857712268829346	0
5657,3787,4661,8229,6352,3270,8241	7	I158	4.730926990509033	0
3318	1	3318	4.869423866271973	0
9884	1	9884	4.867464065551758	0
3787	1	3787	4.871816635131836	0
1985,952,180	3	I173	4.819718599319458	0
3630,6153,8779,4286,7963,5298	6	I78	4.7628092765808105	2
3332,4944	2	I122	4.853062629699707	0
9456	1	9456	4.856749534606934	0
8788	1	8788	4.872302293777466	0
4923,2619,5107,4539,9211,4848,4344,3176	8	I136	4.724552392959595	0
3270	1	3270	4.864103317260742	0
639	1	639	4.860198497772217	0
1732,1390,518,853,1662,1468,1037,1576,145,1155,313	11	I183	4.648819446563721	0
5931	1	5931	4.863441705703735	0
1182,828,278,284,2058,642,703,1732,1390,518,853,1662,1468,1037,1576,145,1155,313	18	I182	4.5039050579071045	0
5931,6322,8602,7712,6903,4774	6	I125	4.772630214691162	0
9979	1	9979	4.864806175231934	0
4402,7265	2	I48	4.834676027297974	0
5528,8976,7172	3	I89	4.832350254058838	1
7036	1	7036	4.86494779586792	0
3630,6153,8779,4286,7963,5298,2947,4847	8	I76	4.7303307056427	0
6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172,4342	24	I87	4.458998680114746	1
5419	1	5419	4.861477375030518	0
935,1563	2	I177	4.848148822784424	0
9674,9226	2	I56	4.854831218719482	0
1732,1390,518	3	I191	4.8424341678619385	0
3644,5354,4012,3500,7703,3887,2897,3107	8	I13	4.694817304611206	0
8788,2896	2	I12	4.847319841384888	0
4774	1	4774	4.868412971496582	0
4923,2619	2	I142	4.834785223007202	0
639,273,1063,1708,34,808,935,1563,1985,952,180,172,1626	13	I170	4.60942006111145	0
8788,2896,5708,3286	4	I10	4.807956695556641	0
4847	1	4847	4.856898069381714	0
3608,5039	2	I108	4.845765590667725	0
9719	1	9719	4.873751401901245	0
3332	1	3332	4.858950138092041	0
7897,7702,9948,7741,9131,3318,7240	7	I101	4.765770435333252	0
5298	1	5298	4.866415977478027	0
5657,3787,4661	3	I162	4.807585954666138	0
7702	1	7702	4.865345239639282	0
5657,3787,4661,8229	4	I161	4.789604663848877	0
284,2058,642,703	4	I194	4.789653301239014	0
3980,7315	2	I86	4.8454296588897705	0
7551	1	7551	4.86622953414917	0
6520,2431	2	I114	4.845999479293823	0
6311,3195,5613	3	I70	4.828475713729858	2
3980,7315,9682,8889,7000	5	I83	4.799588680267334	1
6352,3270,8241	3	I159	4.809401273727417	0
9948,7741,9131	3	I104	4.834892988204956	0
9095	1	9095	4.860875129699707	0
1662	1	1662	4.871752500534058	0
1037,1576,145,1155,313	5	I184	4.7819743156433105	0
6352,3270	2	I160	4.839453935623169	0
8779	1	8779	4.866633892059326	0
733	1	733	4.860201597213745	0
3644,5354,4012	3	I18	4.830236196517944	0
8736,5171,4177,7415,2251	5	I94	4.799745082855225	0
2940	1	2940	4.8627729415893555	0
6517,7789,9979,2972,2488	5	I32	4.804593563079834	0
4344	1	4344	4.860753059387207	0
5107,4539	2	I141	4.837324142456055	0
4731	1	4731	4.8728320598602295	3
4156	1	4156	4.862981796264648	0
7816,5702,5290,8796,4690,5931,6322,8602,7712,6903,4774,4788,3332,4944,7218,8804,2190,8609,5212	19	I116	4.5273964405059814	0
7816,5702	2	I133	4.837918281555176	0
8602	1	8602	4.859718561172485	0
7840,7551	2	I37	4.845254898071289	0
4152,6128	2	I46	4.839871406555176	1
6261	1	6261	4.865697145462036	0
3887,2897	2	I15	4.843543529510498	0
2190	1	2190	4.868523836135864	0
5657,3787,4661,8229,6352,3270,8241,2502,5555,6190,5918,3276,6193,5480,2820	15	I150	4.57365870475769	0
3747	1	3747	4.8612823486328125	0
8822	1	8822	4.864972829818726	0
4402	1	4402	4.866371154785156	0
8017	1	8017	4.847780704498291	0
1390	1	1390	4.8735620975494385	0
4788	1	4788	4.876328706741333	0
7816,5702,5290,8796,4690,5931,6322,8602,7712,6903,4774,4788,3332,4944,7218,8804,2190,8609,5212,7036,9456,6520,2431,8601,5317,8017,6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172,4342,3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097,6311,3195,5613,7851,4731,8289,9095,4156,9767,5483,9033,4500,5262,5126,9674,9226,5238,2093,2940,4863	86	I49	3.2099244594573975	0
2724,2150	2	I23	4.845287322998047	0
7741	1	7741	4.879651069641113	0
1063,1708	2	I180	4.845464468002319	0
3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847	13	I75	4.6287522315979	0
8289,9095	2	I64	4.848576307296753	0
8255,3747	2	I145	4.841485023498535	0
8804,2190,8609,5212	4	I117	4.804824352264404	0
4848	1	4848	4.8717241287231445	0
9684	1	9684	4.861652374267578	0
8804,2190,8609	3	I118	4.824333906173706	0
7816,5702,5290,8796,4690,5931,6322,8602,7712,6903,4774,4788,3332,4944,7218,8804,2190,8609,5212,7036,9456,6520,2431,8601,5317,8017,6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172,4342,3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097,6311,3195,5613	69	I66	3.5609967708587646	0
3630,6153	2	I82	4.845964670181274	0
7172	1	7172	4.865169286727905	0
172	1	172	4.876948833465576	0
8229	1	8229	4.85358190536499	0
5657,3787,4661,8229,6352,3270,8241,2502,5555,6190,5918,3276,6193,5480,2820,9083,7449,7884,4914,3324,8255,3747,6820,4923,2619,5107,4539,9211,4848,4344,3176,7816,5702,5290,8796,4690,5931,6322,8602,7712,6903,4774,4788,3332,4944,7218,8804,2190,8609,5212,7036,9456,6520,2431,8601,5317,8017,6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172,4342,3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097,6311,3195,5613,7851,4731,8289,9095,4156,9767,5483,9033,4500,5262,5126,9674,9226,5238,2093,2940,4863,4402,7265,8806,4830,4152,6128,9725,8888,9719,9884,3615,9215,5168,7840,7551,6517,7789,9979,2972,2488,8345,5626,8792,4223,7859,3882,9684,9045,2438,2724,2150,3644,5354,4012,3500,7703,3887,2897,3107,8788,2896,5708,3286,5419,8998,6895,7212	164	I1	1.6774022579193115	0
9948,7741	2	I105	4.867749929428101	0
9083,7449,7884,4914,3324,8255,3747,6820,4923,2619,5107,4539,9211,4848,4344,3176	16	I135	4.545647144317627	0
6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172,4342,3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097,6311,3195,5613	43	I68	4.10483717918396	0
4863	1	4863	4.875356912612915	0
4830	1	4830	4.861231088638306	2
6261,8274,6097	3	I73	4.826216220855713	0
9033,4500	2	I59	4.844856023788452	0
1626	1	1626	4.861511945724487	0
2502,5555	2	I157	4.843385696411133	0
5483	1	5483	4.857773780822754	0
7036,9456,6520,2431,8601,5317,8017,6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172,4342,3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097,6311,3195,5613	50	I67	3.9483556747436523	0
4012	1	4012	4.864379167556763	0
5262	1	5262	4.857111215591431	0
2502,5555,6190,5918,3276	5	I154	4.764287233352661	0
8345	1	8345	4.860276222229004	0
2251	1	2251	4.860098123550415	0
1708	1	1708	4.872475862503052	0
3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097	16	I72	4.575377464294434	3
9725,8888,9719,9884	4	I42	4.801966190338135	0
3286	1	3286	4.87177038192749	0
6311,3195	2	I71	4.838899612426758	3
8792,4223	2	I30	4.854405164718628	0
639,273,1063,1708,34,808,935,1563,1985,952,180,172,1626,1655,187,990,848,733	18	I165	4.545263051986694	0
2438	1	2438	4.857550621032715	0
4661	1	4661	4.856012344360352	0
9674,9226,5238,2093,2940,4863	6	I52	4.7699058055877686	0
9083	1	9083	4.858483552932739	0
9215,5168,7840,7551	4	I36	4.80091667175293	0
5657,3787,4661,8229,6352,3270,8241,2502,5555,6190,5918,3276,6193,5480,2820,9083,7449,7884,4914,3324,8255,3747,6820,4923,2619,5107,4539,9211,4848,4344,3176	31	I134	4.271963596343994	0
9215,5168,7840,7551,6517,7789,9979,2972,2488,8345,5626,8792,4223,7859,3882,9684,9045,2438,2724,2150	20	I20	4.465780735015869	0
8998,6895	2	I8	4.828770875930786	0
5039	1	5039	4.866411209106445	0
4923	1	4923	4.8563072681427	0
5107	1	5107	4.859028577804565	0
1037,1576	2	I187	4.855001926422119	0
8788,2896,5708,3286,5419	5	I9	4.758883476257324	0
8289	1	8289	4.851250648498535	0
3332,4944,7218	3	I121	4.8361899852752686	0
518	1	518	4.8693273067474365	0
7712	1	7712	4.852311372756958	0
1155	1	1155	4.875401496887207	0
6065,6203,3608,5039	4	I107	4.817825555801392	0
2920	1	2920	4.856365203857422	0
2502,5555,6190	3	I156	4.8329176902771	0
848	1	848	4.8590216636657715	0
3644,5354,4012,3500,7703	5	I16	4.7569801807403564	0
7816,5702,5290,8796,4690	5	I130	4.784087896347046	0
7240	1	7240	4.860581398010254	0
703	1	703	4.866776704788208	0
2896	1	2896	4.871111154556274	0
9674	1	9674	4.86622166633606	0
3882,9684,9045	3	I26	4.827962160110474	0
935	1	935	4.867558717727661	0
1063	1	1063	4.862074851989746	0
9725,8888,9719,9884,3615	5	I41	4.780507326126099	0
4152	1	4152	4.861850261688232	0
3644,5354,4012,3500,7703,3887,2897,3107,8788,2896,5708,3286,5419,8998,6895,7212	16	I5	4.537535667419434	0
284,2058	2	I196	4.854518413543701	0
2502	1	2502	4.8682732582092285	0
8998,6895,7212	3	I7	4.824322462081909	0
2972	1	2972	4.8660759925842285	0
145	1	145	4.8681252002716064	0
3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097,6311,3195,5613	19	I69	4.547083377838135	0
6203	1	6203	4.869288921356201	0
1182,828,278,284,2058,642,703	7	I193	4.7368035316467285	0
7897,7702,9948,7741,9131,3318,7240,6389,2920	9	I99	4.745976209640503	0
3630	1	3630	4.861457109451294	0
9033,4500,5262	3	I58	4.8186256885528564	0
7816,5702,5290,8796,4690,5931,6322,8602,7712,6903,4774,4788,3332,4944,7218,8804,2190,8609,5212,7036,9456,6520,2431,8601,5317,8017,6065,6203,3608,5039,7897,7702,9948,7741,9131,3318,7240,6389,2920,8736,5171,4177,7415,2251,2432,8822,5528,8976,7172,4342,3980,7315,9682,8889,7000,3630,6153,8779,4286,7963,5298,2947,4847,6261,8274,6097,6311,3195,5613,7851,4731,8289,9095,4156,9767,5483,9033,4500,5262,5126,9674,9226,5238,2093,2940,4863,4402,7265,8806,4830,4152,6128,9725,8888,9719,9884,3615,9215,5168,7840,7551,6517,7789,9979,2972,2488,8345,5626,8792,4223,7859,3882,9684,9045,2438,2724,2150,3644,5354,4012,3500,7703,3887,2897,3107,8788,2896,5708,3286,5419,8998,6895,7212	133	I2	2.300816297531128	0
4286	1	4286	4.8565123081207275	0
8345,5626,8792,4223,7859,3882,9684,9045,2438	9	I24	4.705843210220337	0
1985	1	1985	4.795105695724487	0
6820	1	6820	4.733618259429932	0
4402,7265,8806,4830,4152,6128,9725,8888,9719,9884,3615	11	I39	4.549713373184204	0
9131	1	9131	4.758815765380859	0
6517,7789,9979,2972	4	I33	4.684914588928223	0
2724	1	2724	4.741827964782715	0
9226	1	9226	4.75608229637146	0
3644,5354	2	I19	4.735732555389404	0
5290,8796	2	I132	4.723338842391968	0
5480	1	5480	4.755630970001221	0
2093	1	2093	4.738008260726929	0
284,2058,642	3	I195	4.7073774337768555	0
6520,2431,8601	3	I113	4.721745014190674	0
3318,7240	2	I103	4.735162258148193	0
3644	1	3644	4.7533347606658936	0
3980	1	3980	4.762635707855225	0
1182,828,278	3	I197	4.702928781509399	0
1655	1	1655	4.728969573974609	0
3887	1	3887	4.758326530456543	0
6517,7789,9979,2972,2488,8345,5626,8792,4223,7859,3882,9684,9045,2438,2724,2150	16	I21	4.45962119102478	0
7703	1	7703	4.7442567348480225	3
4848,4344	2	I138	4.689765453338623	0
6352	1	6352	4.680795669555664	0
1655,187	2	I169	4.652706861495972	0
7315	1	7315	4.693294286727905	0
7851	1	7851	4.674672842025757	2
8976	1	8976	4.684217691421509	0
9033,4500,5262,5126	4	I57	4.61471152305603	0
8255	1	8255	4.67561411857605	0
