cldae taxa	clade sizde	label	runtime	nodal dist
756	1	756	5.241458892822266	0
8533,6441,7309,6481	4	I178	20.86793541908264	0
5890,5807	2	I284	10.4129958152771	0
9549	1	9549	5.19511866569519	0
1864,606,1004	3	I418	15.568514823913574	0
9621,3309	2	I257	10.278686761856079	0
7681,8107,4450,8957,7088,9542,9477,3643,6531,6467,9041,6678,7139,6494,4132,6692,5878,7110,7231,6943,7167,9998,8636,7710,7026,6132,9865,6942,8782,3342,7389,6721,4033,4236,7526,7204,3525,8215,9549,8602,7059,7181,9683,8466,6081,8829,8452,6782,9680,9130,4205,9705,4975,6190,6425,5989,7504,6674	58	I91	271.5914008617401	0
7088,9542	2	I144	10.27848505973816	0
2045,423,712,708,2951,662,2450,1286,1864,606,1004,2224,2978,2879,2070,177,257	17	I411	85.601979970932	0
7142,9893	2	I326	10.304193496704102	0
3936,8177	2	I298	10.311551570892334	0
5331,5693	2	I34	10.329446077346802	0
9239,4818,4671,8974,9684,4978,9858,8361,6389,4345,6647,3936,8177,6933,9952,5951,7136,5626,8863,5998,9400,7594,8902,4329,5885,3497,5890,5807,8839,3893,5850,8758,5253,6651,4415,3284,5884,6592,4284,7255,8142,3443,6930,9448,3632,3640,8523,5154,4354,4762,4649,7754,9621,3309,6215,8888,6176,5703,9321,8039,9605,6816,9110,5209,7029,8793,5609,7418,9880,3438,6784,3770,3548,3456,7331,7469,7062,7249,3523,5469,9378,4501,4725,7082,5440,3238,7101,6368,6014,7230,4221,9359,5559,3479,6983,3746,6065,4766,8025,7919,7179,6677,7821,7734,4014,8878,4085,8776,8443,9716,6080,3898,3405,8032,9579,9604,7890,4986,7406,4880,7187,6496,4667,9724,7612,3247,4934,9760,9285,3734,8533,6441,7309,6481,4898,4034,9401,5033,4899,9947,6135,9622,5958,4923,9689,8279,9006,5158,7611,7251,3970,4441,8541,7671,4665,6046,8324,5116,8498,6488	160	I149	614.8816516399384	0
3770	1	3770	5.171356678009033	0
2800,385,2368,2897,644,756,603,2990	8	I350	40.79551029205322	0
3882,4340,9787,9978,7216,8866,8048	7	I338	35.80305600166321	0
861	1	861	5.138678312301636	0
2090	1	2090	5.176543712615967	0
177,257	2	I413	10.30318832397461	0
147,559,3196,1114,422,2602,979,1571,3084	9	I481	45.975518226623535	0
2193,1435,2543,1261,1495,1838,616,2402	8	I385	40.75284743309021	0
7331	1	7331	5.179887294769287	0
5346	1	5346	5.15380334854126	0
9030	1	9030	5.167002439498901	0
1864,606,1004,2224,2978	5	I416	25.638456106185913	0
7611,7251	2	I163	10.30173134803772	0
9074,4956	2	I71	10.31063199043274	0
686	1	686	5.179642200469971	0
9285	1	9285	5.142845630645752	0
2338	1	2338	5.175941705703735	0
7469,7062	2	I234	10.323051691055298	0
7734	1	7734	5.136878490447998	0
6046	1	6046	5.168651103973389	0
3632	1	3632	5.146535396575928	0
2800,385	2	I356	10.319611549377441	0
4429,5865,7333	3	I315	15.441157102584839	0
7681,8107,4450,8957,7088,9542	6	I143	30.67197299003601	0
8420,7452,5156,5769,7660,8087,9329,8026	8	I73	40.79804992675781	0
9579,9604,7890,4986,7406,4880	6	I191	30.696151971817017	0
9239,4818,4671,8974,9684,4978	6	I303	30.734978437423706	0
8776	1	8776	5.141293525695801	0
346,46,1962,745	4	I495	20.533193588256836	0
9074,4956,8962,5246	4	I69	20.587952375411987	0
8420,7452,5156,5769,7660,8087,9329	7	I74	35.72312688827515	0
6592	1	6592	5.1566057205200195	0
9329	1	9329	5.142544746398926	0
5158	1	5158	5.145895004272461	0
8047	1	8047	5.140362024307251	3
7181,9683	2	I110	10.31405758857727	0
9440	1	9440	5.167477130889893	3
9074,4956,8962,5246,8017	5	I68	25.709372997283936	0
4014,8878	2	I204	10.295939445495605	0
7919	1	7919	5.143757343292236	0
1978	1	1978	5.178017854690552	3
746,1379	2	I469	10.28367567062378	0
3548	1	3548	5.166007041931152	0
7187	1	7187	5.149684906005859	0
9111,8242,5346,7733	4	I27	20.546653509140015	0
686,1344,2119,102,1735,2126,2852,514,131	9	I451	45.8835186958313	0
2839,2049,2557,1535,1721,785,1304,1174,2338,1515,3204	11	I371	55.92833709716797	0
5951	1	5951	5.174282789230347	0
9074,4956,8962	3	I70	15.468074798583984	0
9239,4818,4671	3	I306	15.411206245422363	0
2062	1	2062	5.171470880508423	0
9130	1	9130	5.1413304805755615	0
7681	1	7681	5.1921913623809814	0
1248	1	1248	5.1360015869140625	0
9037,3582	2	I25	10.330190896987915	0
9787,9978,7216	3	I341	15.474324941635132	0
8273	1	8273	5.175407886505127	0
350	1	350	5.155614852905273	0
8229,8411,6020	3	I89	15.441913843154907	0
9684,4978	2	I305	10.330983877182007	0
2800,385,2368	3	I355	15.483002424240112	0
6933	1	6933	5.160240650177002	0
4671	1	4671	5.148958683013916	0
9970	1	9970	5.165615558624268	0
6080,3898,3405	3	I198	15.442008972167969	0
3936	1	3936	5.193341255187988	0
8324	1	8324	5.139955282211304	0
3196,1114,422,2602,979	5	I484	25.71637535095215	0
5089,6873,7199	3	I317	15.461414098739624	0
2126,2852,514	3	I453	15.45847463607788	0
2496	1	2496	5.1684324741363525	0
224,861	2	I430	10.288819074630737	0
845,1357	2	I467	10.28659987449646	0
7026	1	7026	5.1434006690979	3
8048	1	8048	5.136332750320435	0
3523	1	3523	5.16101861000061	0
2879	1	2879	5.155613660812378	0
7821	1	7821	5.130760669708252	0
8601,9444	2	I329	10.331059217453003	0
753	1	753	5.152381181716919	0
2074,2895,119	3	I362	15.439278841018677	3
